freq(fdbf_+66),vel(fdbf_+66),wav(fdbf_+66),freq(fdbf_+56),vel(fdbf_+56),wav(fdbf_+56),freq(fdbf_+51),vel(fdbf_+51),wav(fdbf_+51),freq(fdbf_+48),vel(fdbf_+48),wav(fdbf_+48),freq(fdbf_-2),vel(fdbf_-2),wav(fdbf_-2),freq(fdbf_-5),vel(fdbf_-5),wav(fdbf_-5),freq(fdbf_-10),vel(fdbf_-10),wav(fdbf_-10),freq(fdbf_-20),vel(fdbf_-20),wav(fdbf_-20),freq(fdbf_-30),vel(fdbf_-30),wav(fdbf_-30)
1.25,2.632995277906181,2.106396222324945,1.25,2.6954637687273664,2.156371014981893,1.25,23.968266598965116,19.174613279172092,1.25,3.9593323693349216,3.167465895467937,1.25,2.7100767845022453,2.1680614276017964,1.25,2.571371120043565,2.057096896034852,1.25,2.549080507965081,2.039264406372065,1.25,36.47144366841812,29.177154934734496,1.25,84.63596953568977,67.70877562855182
1.3125,2.761735752186714,2.104179620713687,1.3125,2.8294741162336994,2.1557898028447235,1.3125,24.927638858363263,18.99248674922915,1.3125,4.1523657326676116,3.1637072248896088,1.3125,2.843268476505341,2.166299791623117,1.3125,2.6999396760457435,2.057096896034852,1.3125,2.6738076380474642,2.037186771845687,1.3125,37.8804588986229,28.861302017998398,1.3125,86.66675046766538,66.031809880126
1.375,2.8917254690743683,2.1030730684177223,1.375,2.9634122429096426,2.1552089039342857,1.375,25.929951134135734,18.858146279371443,1.375,4.346658795036323,3.1612063963900527,1.375,2.976243897162969,2.164541016118523,1.375,2.828508232047921,2.0570968960348517,1.375,2.795435743823991,2.033044177326539,1.375,39.39994481073553,28.654505316898568,1.375,89.31894393921921,64.95923195579579
1.4375,3.0215785390571814,2.1019676793441264,1.4375,3.0981127994055355,2.1552089039342857,1.4375,26.9181835941051,18.725692935029635,1.4375,4.538852427141538,3.1574625580115043,1.4375,3.1090035728069605,2.162785094126581,1.4375,2.9570767880500997,2.057096896034852,1.4375,2.9128756469660493,2.026348276150295,1.4375,40.897810824207454,28.450651008144316,1.4375,91.88635356096191,63.92094160762567
1.5,3.1512951774895037,2.100863451659669,1.5,3.040292668752501,2.026861779168334,1.5,27.892630844875836,18.595087229917223,1.5,4.732457382564526,3.1549715883763505,1.5,3.2415480280626428,2.1610320187084286,1.5,3.0856453440522777,2.0570968960348517,1.5,3.0272512064157575,2.018167470943838,1.5,3.035676988475662,2.0237846589837747,1.5,94.37298085824771,62.91532057216514
1.5625,3.2808755992733962,2.0997603835349734,1.5625,3.1661691814848365,2.0263482761502956,1.5625,28.78711592347705,18.42375419102531,1.5625,4.923816397774717,3.151242494575819,1.5625,3.372967188859709,2.1586990008702136,1.5625,3.2133874385747268,2.056567960687825,1.5625,3.141496455521444,2.010557731533724,1.5625,3.1661691814848365,2.0263482761502956,1.5625,96.7825794444574,61.94085084445273
1.625,3.4112150860724726,2.099209283736906,1.625,3.2919819290428056,2.025835033257111,1.625,29.7331322621262,18.297312161308433,1.625,5.116737154133745,3.1487613256207663,1.625,3.505047878473709,2.156952540599206,1.625,3.341922936117716,2.056567960687825,1.625,3.2597814785189856,2.006019371396299,1.625,3.2953205453519034,2.027889566370402,1.625,99.88037940207712,61.464848862816694
1.6875,3.5405571682071533,2.098107951530165,1.6875,3.4185966186213745,2.0258350332571107,1.6875,30.666252109053026,18.172593842401792,1.6875,5.309354352513361,3.146284060748658,1.6875,3.635935286620682,2.1546283179974415,1.6875,3.469566314156782,2.056039297278093,1.6875,3.3809178974634984,2.003506902200592,1.6875,3.4246685301664725,2.0294332030616133,1.6875,102.15190210711485,60.53446050791991
1.75,3.6707260076664503,2.097557718666543,1.75,3.545211308199944,2.0258350332571107,1.75,31.51561648461417,18.00892370549381,1.75,5.499507061060254,3.1425754634630025,1.75,3.7665409231323697,2.1523090989327827,1.75,3.5962198745061595,2.0549827854320912,1.75,3.5026275439248518,2.001501453671344,1.75,3.5524094742320744,2.029948270989757,1.75,104.3556825174875,59.63181858142143
1.8125,3.800826590966814,2.097007774326518,1.8125,3.6718259977785137,2.025835033257111,1.8125,32.422168301144374,17.888092855803794,1.8125,5.691445602425614,3.140107918579649,1.8125,3.897913487269923,2.1505729584937505,1.8125,3.7227433378651553,2.0539273588221545,1.8125,3.625906674483193,2.0005002341976237,1.8125,3.680215275782322,2.030463600431626,1.8125,106.49470646909579,58.755700120880434
1.875,3.929828906831217,2.0959087503099822,1.875,3.7984406873570826,2.0258350332571107,1.875,33.242784215889145,17.729484915140876,1.875,5.880775984457427,3.1364138583772947,1.875,4.027992106545267,2.1482624568241424,1.875,3.8481492188811424,2.0523462500699425,1.875,117809.72450961723,62831.85307179586,1.875,3.806153008105794,2.029948270989757,1.875,108.57178686542322,57.90495299489238
1.9375,4.059759360974579,2.095359670180428,1.9375,3.9260497850411973,2.0263482761502956,1.9375,34.04897575447999,17.57366490553806,1.9375,6.072039704250916,3.1339559763875697,1.9375,4.157791521792548,2.1459569144735733,1.9375,3.9733621740695977,2.050767573713341,1.9375,121736.71532660448,62831.85307179586,1.9375,3.932026830931876,2.0294332030616133,1.9375,109.80596024042454,56.67404399505783
2.0,4.188524745095829,2.0942623725479144,2.0,4.053723558336668,2.026861779168334,2.0,34.91717109686397,17.458585548431984,2.0,6.260552735922629,3.1302763679613146,2.0,4.288462005332429,2.1442310026662144,2.0,4.097332891878873,2.0486664459394364,2.0,14190.156529489212,7095.078264744606,2.0,4.056807701901296,2.028403850950648,2.0,111.76420998754134,55.88210499377067
2.0625,4.316025819765498,2.0926185792802414,2.0625,4.182522230638955,2.027889566370402,2.0625,35.69665811400333,17.307470600728887,2.0625,6.451145440196295,3.1278280922163852,2.0625,4.867447769028779,2.359974675892741,2.0625,4.221049839616879,2.0465696192081837,2.0625,14633.598921035751,7095.078264744607,2.0625,4.182522230638955,2.027889566370402,2.0625,112.89061337942837,54.734842850631935
2.125,4.443326899405253,2.0909773644260015,2.125,4.313640075853233,2.029948270989757,2.125,36.46276703424022,17.158949192583634,2.125,6.6388460582160365,3.1241628509251935,2.125,5.009034299391882,2.3571926114785327,2.125,4.345624604283712,2.0449998137805703,2.125,15077.041312582289,7095.078264744607,2.125,4.308173027831697,2.027375542509034,2.125,114.74111421445618,53.99581845386173
2.1875,4.569234858878382,2.0887930783444033,2.1875,4.447284137901804,2.033044177326539,2.1875,37.215839333519874,17.0129551238948,2.1875,6.828771523914747,3.12172412521817,2.1875,5.148771778049436,2.353724241394028,2.1875,4.468866679726863,2.0429104821608512,2.1875,15520.483704128825,7095.078264744606,2.1875,101.64675975002748,46.467090171441136,2.1875,115.77115692227939,52.923957450184865
2.25,4.69120846191191,2.0849815386275155,2.25,5.486394645040916,2.4383976200181845,2.25,38.03642905040952,16.905079577959786,2.25,7.018400708744747,3.119289203886554,2.25,5.289652992414501,2.350956885517556,2.25,4.593029136739839,2.041346282995484,2.25,15963.926095675364,7095.078264744607,2.25,98.27083787415337,43.675927944068164,2.25,116.7611012413013,51.893822773911694
